prompt,completion
南京市水利规划设计院股份有限公司的法人代表？,徐惠民
南京市水利规划设计院股份有限公司的中文简称？,南水股份
天津三卓韩一橡塑科技股份有限公司的股东有哪些?,深圳市大富科技股份有限公司、天津中星锐博企业管理咨询有限公司、魏枫频、魏俊峰、KHOOPOHCHAI(邱保财)
天津三卓韩一橡塑科技股份有限公司的公司地址？,天津市武清开发区和畅路10号
天津三卓韩一橡塑科技股份有限公司的证券代码是？,837704
天津三卓韩一橡塑科技股份有限公司的法人代表？,魏枫频
天津三卓韩一橡塑科技股份有限公司的中文简称？,三卓韩一
西藏卫信康医药股份有限公司的股东有哪些?,西藏京卫信康投资管理合伙企业(有限合伙)、西藏卫信康投资管理有限公司、钟丽芳、杜海燕、赵秀芳、钟丽娟、温小泉、张勇、刘烽、张宏
西藏卫信康医药股份有限公司的公司地址？,拉萨经济技术开发区B区园区南路5号工业中心4号楼3层
西藏卫信康医药股份有限公司的证券代码是？,603676
西藏卫信康医药股份有限公司的法人代表？,张勇
西藏卫信康医药股份有限公司的中文简称？,卫 信 康
北京牙科通医疗科技股份有限公司的股东有哪些?,北京众智汇盈管理咨询中心(有限合伙)、王铭辉、张丽彦
北京牙科通医疗科技股份有限公司的公司地址？,北京市海淀区万寿路翠微中里14号楼紫荆花孵化园A411
北京牙科通医疗科技股份有限公司的证券代码是？,838768
北京牙科通医疗科技股份有限公司的法人代表？,王铭辉
北京牙科通医疗科技股份有限公司的中文简称？,牙 科 通
北京利德曼生化股份有限公司的股东有哪些?,九州通医药集团股份有限公司、成都力鼎银科股权投资基金中心(有限合伙)、拉萨智度德诚创业投资合伙企业(有限合伙)、玲珑集团有限公司、上海赛领并购投资基金合伙企业(有限合伙)、广州高新区科技控股集团有限公司、张家港保税区汤臣国际贸易有限公司、吴国仁、沈广仟、张海涛
北京利德曼生化股份有限公司的公司地址？,北京市经济技术开发区兴海路5号
北京利德曼生化股份有限公司的证券代码是？,300289
北京利德曼生化股份有限公司的法人代表？,林霖
北京利德曼生化股份有限公司的中文简称？,利 德 曼
掌阅科技股份有限公司的股东有哪些?,天津爱瑞德企业管理咨询合伙企业(有限合伙)、中国银河证券股份有限公司、深圳国金天吉创业投资企业(有限合伙)、王良、刘伟平、张凌云、成湘均
掌阅科技股份有限公司的公司地址？,北京市朝阳区四惠东四惠大厦二层2029E
掌阅科技股份有限公司的证券代码是？,603533
掌阅科技股份有限公司的法人代表？,成湘均
掌阅科技股份有限公司的中文简称？,掌阅科技
深圳市东方嘉盛供应链股份有限公司的股东有哪些?,上海智君投资管理中心(有限合伙)、孙卫平、邓思晨、邓思瑜、陈惠、陈丽辉、蔡璇吟
深圳市东方嘉盛供应链股份有限公司的公司地址？,深圳市福田保税区市花路10号东方嘉盛大厦6楼
深圳市东方嘉盛供应链股份有限公司的证券代码是？,002889
深圳市东方嘉盛供应链股份有限公司的法人代表？,孙卫平
深圳市东方嘉盛供应链股份有限公司的中文简称？,东方嘉盛
天津绿清管道科技股份有限公司的股东有哪些?,北京天星志远投资中心(有限合伙)、石建忠、郝澎、石星怡
天津绿清管道科技股份有限公司的公司地址？,天津市武清区大王古庄经济开发区泰元道北侧8号
天津绿清管道科技股份有限公司的证券代码是？,430649
天津绿清管道科技股份有限公司的法人代表？,石建忠
天津绿清管道科技股份有限公司的中文简称？,绿清科技
湖北凯乐科技股份有限公司的股东有哪些?,上海卓凡投资有限公司、香港中央结算有限公司、荆州市科达商贸投资有限公司、江海证券有限公司、上海新一卓投资有限公司、天风证券股份有限公司、南方500ETF
湖北凯乐科技股份有限公司的公司地址？,湖北省公安县斗湖堤镇城关
湖北凯乐科技股份有限公司的证券代码是？,600260
湖北凯乐科技股份有限公司的法人代表？,朱弟雄
湖北凯乐科技股份有限公司的中文简称？,凯乐科技
中视传媒股份有限公司的股东有哪些?,北京未来广告公司、北京中电高科技电视发展有限公司、中央汇金资产管理有限责任公司、中国国际电视总公司、中央电视台无锡太湖影视城、博时互联网、博时回报
中视传媒股份有限公司的公司地址？,上海市自由贸易试验区福山路350号新天国际大厦17层A座;北京市朝阳区西大望路1号温特莱中心B座22层
中视传媒股份有限公司的证券代码是？,600088
中视传媒股份有限公司的法人代表？,唐世鼎
中视传媒股份有限公司的中文简称？,中视传媒
广发证券股份有限公司的股东有哪些?,普宁市信宏实业投资有限公司、中国证券金融股份有限公司、香港中央结算(代理人)有限公司、吉林敖东药业集团股份有限公司、香港中央结算有限公司、中央汇金资产管理有限责任公司、中山公用事业集团股份有限公司、辽宁成大股份有限公司
广发证券股份有限公司的公司地址？,广州市天河区马场路26号广发证券大厦
广发证券股份有限公司的证券代码是？,000776
广发证券股份有限公司的法人代表？,孙树明
广发证券股份有限公司的中文简称？,广发证券
宁夏红山河食品股份有限公司的股东有哪些?,财达证券股份有限公司、宁夏红山河投资管理有限公司、王占山、王亮、宋一坤、杨小玲
宁夏红山河食品股份有限公司的公司地址？,宁夏回族自治区吴忠市宁夏吴忠金积工业园区
宁夏红山河食品股份有限公司的证券代码是？,831367
宁夏红山河食品股份有限公司的法人代表？,王占河
宁夏红山河食品股份有限公司的中文简称？,红 山 河
江苏阳光股份有限公司的股东有哪些?,中央汇金资产管理有限责任公司、江苏阳光集团有限公司、陈丽芬、刘荷娣、高敏、郁琴芬、孙宁玲、花晓东
江苏阳光股份有限公司的公司地址？,江苏省江阴市新桥镇马嘶桥
江苏阳光股份有限公司的证券代码是？,600220
江苏阳光股份有限公司的法人代表？,陈丽芬
江苏阳光股份有限公司的中文简称？,江苏阳光
深圳市弗赛特科技股份有限公司的股东有哪些?,华安未来资产-国泰君安证券-华安资产-鼎锋新三板共昇1号专项资产管理计划、深圳市百勤石油技术有限公司、陈红利、何建辉、陈利泉
深圳市弗赛特科技股份有限公司的公司地址？,深圳市南山区商业文化中心区海岸大厦西座2010
深圳市弗赛特科技股份有限公司的证券代码是？,837531
深圳市弗赛特科技股份有限公司的法人代表？,何建辉
深圳市弗赛特科技股份有限公司的中文简称？,弗 赛 特
广州市景心科技股份有限公司的股东有哪些?,周兆全、徐海鸥、张晓伟、魏伟芳
广州市景心科技股份有限公司的公司地址？,广州市天河区天府路309号301房自编之一
广州市景心科技股份有限公司的证券代码是？,832727
广州市景心科技股份有限公司的法人代表？,周兆全
广州市景心科技股份有限公司的中文简称？,景心科技
深圳森虎科技股份有限公司的股东有哪些?,黑龙江省容维证券数据程序化有限公司、深圳市协同禾盛并购基金一号合伙企业(有限合伙)、畅学军、蔡波、郭强
深圳森虎科技股份有限公司的公司地址？,深圳市福田区梅林街道梅丰社区梅华路105号多丽工业区科技楼4层406房
深圳森虎科技股份有限公司的证券代码是？,834963
深圳森虎科技股份有限公司的法人代表？,郭强
深圳森虎科技股份有限公司的中文简称？,森虎科技
中国第一重型机械股份公司的股东有哪些?,中国证券金融股份有限公司、中国一重集团有限公司、中国华融资产管理股份有限公司、南方500ETF、汇添富中证800ETF、薛卓丹、林富英、许锡龙、黄世鑫
中国第一重型机械股份公司的公司地址？,黑龙江省齐齐哈尔市富拉尔基区红宝石办事处厂前路9号
中国第一重型机械股份公司的证券代码是？,601106
中国第一重型机械股份公司的法人代表？,隋炳利（代）
中国第一重型机械股份公司的中文简称？,中国一重
山东圣阳电源股份有限公司的股东有哪些?,青岛融实创力股权投资管理企业(有限合伙)、中民新能电力投资有限公司、宋斌、孔德龙、杨玉清、李恕华、隋延波、高运奎、杨龙忠
山东圣阳电源股份有限公司的公司地址？,山东省曲阜市圣阳路1号
山东圣阳电源股份有限公司的证券代码是？,002580
山东圣阳电源股份有限公司的法人代表？,宋斌
山东圣阳电源股份有限公司的中文简称？,圣阳股份
贝达药业股份有限公司的股东有哪些?,"Beta Pharma Inc.、杭州贝昌投资管理合伙企业(有限合伙)、浙江贝成投资管理合伙企业(有限合伙)、香港中央结算有限公司、浙江济和创业投资有限公司、宁波凯铭投资管理合伙企业(有限合伙)、LAV Equity (Hong Kong) Co., Limited、宁波梅山保税港区特瑞西创投资合伙企业(有限合伙)、WANG YINXIANG、ZHANG HANCHENG"
贝达药业股份有限公司的公司地址？,杭州市余杭经济技术开发区兴中路355号
贝达药业股份有限公司的证券代码是？,300558
贝达药业股份有限公司的法人代表？,丁列明
贝达药业股份有限公司的中文简称？,贝达药业
香飘飘食品股份有限公司的股东有哪些?,宁波志同道合投资管理合伙企业(有限合伙)、香港中央结算有限公司、全国社保基金111组合、长信内需A、蒋晓莹、蔡建峰、蒋建琪、陆家华、蒋建斌
香飘飘食品股份有限公司的公司地址？,浙江省杭州市下城区杭州新天地商务中心4幢西楼13楼
香飘飘食品股份有限公司的证券代码是？,603711
香飘飘食品股份有限公司的法人代表？,蒋建琪
香飘飘食品股份有限公司的中文简称？,香 飘 飘
福建环奥电梯科技股份有限公司的股东有哪些?,厦门卓诺投资管理有限公司-天行健2号私募证券投资基金、蒋建鹏、蒋建兵、黄卫红
福建环奥电梯科技股份有限公司的公司地址？,福建省福州市台江区上浦路闽江北中央商务区富力中心C1座1716-1720
福建环奥电梯科技股份有限公司的证券代码是？,839847
福建环奥电梯科技股份有限公司的法人代表？,蒋建鹏
福建环奥电梯科技股份有限公司的中文简称？,环奥电梯
五洲阀门股份有限公司的股东有哪些?,北京御和聚业投资管理中心(有限合伙)、五洲装备有限公司、陈锦法、王玉燕、黄卿雄
五洲阀门股份有限公司的公司地址？,浙江省温州市龙湾区永强高科技产业园区
五洲阀门股份有限公司的证券代码是？,837144
五洲阀门股份有限公司的法人代表？,陈锦法
五洲阀门股份有限公司的中文简称？,五洲阀门
北京六马科技股份有限公司的股东有哪些?,天津瑞普生物技术股份有限公司、北京一伍科技有限公司、北京香扉企业管理中心(有限合伙)、江西双胞胎投资有限公司、符开星
北京六马科技股份有限公司的公司地址？,北京市顺义区大孙各庄镇后六马村
北京六马科技股份有限公司的证券代码是？,871497
北京六马科技股份有限公司的法人代表？,符开星
北京六马科技股份有限公司的中文简称？,六马科技
深圳冰川网络股份有限公司的股东有哪些?,建水县诺尔企业管理有限公司、建水县尚轩企业管理有限公司、南方大数据A、高锋、刘和国、唐国平、陈涛、高祥、隆寒辉、潘妍
深圳冰川网络股份有限公司的公司地址？,深圳市南山区科技中二路1号深圳软件园（2期）9栋601、602室
深圳冰川网络股份有限公司的证券代码是？,300533
深圳冰川网络股份有限公司的法人代表？,刘和国
深圳冰川网络股份有限公司的中文简称？,冰川网络
华塑控股股份有限公司的股东有哪些?,西藏麦田创业投资有限公司、定远德轮投资有限公司、中国银河证券股份有限公司、南充天益资产投资管理公司、蔡德山、何迟、黄文、赵霄
华塑控股股份有限公司的公司地址？,成都市武侯区火车南站西路15号麦田中心15F
华塑控股股份有限公司的证券代码是？,000509
华塑控股股份有限公司的法人代表？,吴奕中
华塑控股股份有限公司的中文简称？,华塑控股
上海九百股份有限公司的股东有哪些?,百联集团有限公司、上海市静安区土地开发控股(集团)有限公司、上海锦迪城市建设开发有限公司、上海九百(集团)有限公司、黄妙荣、陈哲育、陈峰
上海九百股份有限公司的公司地址？,上海市常德路940号
上海九百股份有限公司的证券代码是？,600838
上海九百股份有限公司的法人代表？,许骍
上海九百股份有限公司的中文简称？,上海九百
江苏丰山集团股份有限公司的股东有哪些?,江苏高投创新价值创业投资合伙企业(有限合伙)、江苏高投宁泰创业投资合伙企业(有限合伙)、江苏高投科贷创业投资企业(有限合伙)、缪永国、单永祥、陈亚峰、殷平、殷凤山、顾翠月、王洪雷
江苏丰山集团股份有限公司的公司地址？,江苏省盐城市大丰区西康南路1号
江苏丰山集团股份有限公司的证券代码是？,603810
江苏丰山集团股份有限公司的法人代表？,殷凤山
江苏丰山集团股份有限公司的中文简称？,ST 丰 山
上海北塔软件股份有限公司的股东有哪些?,李汉忠、王俊、孙永杰、刘颖、岳云琪
上海北塔软件股份有限公司的公司地址？,上海市宜山路700号86幢302/303室
上海北塔软件股份有限公司的证券代码是？,831071
上海北塔软件股份有限公司的法人代表？,王俊
上海北塔软件股份有限公司的中文简称？,北塔软件
衡阳鸿铭科技股份有限公司的股东有哪些?,衡阳鸿鑫实业有限公司、雷霆、王国平、叶舟
衡阳鸿铭科技股份有限公司的公司地址？,衡阳市蒸湘区大栗新村18号衡钢深加工聚集区办公楼3楼
衡阳鸿铭科技股份有限公司的证券代码是？,831419
衡阳鸿铭科技股份有限公司的法人代表？,雷霆
衡阳鸿铭科技股份有限公司的中文简称？,鸿铭科技
山东京普太阳能科技股份有限公司的股东有哪些?,沂水县泰众商务信息咨询服务中心(有限合伙)、吴英杰、张道云、窦新文、王剑
山东京普太阳能科技股份有限公司的公司地址？,山东省沂水城阳一路中段路北
山东京普太阳能科技股份有限公司的证券代码是？,872461
山东京普太阳能科技股份有限公司的法人代表？,吴英杰
山东京普太阳能科技股份有限公司的中文简称？,山东京普
株洲南方阀门股份有限公司的股东有哪些?,上海湘润投资管理中心(有限合伙)、株洲市青年创业引导投资合伙企业(有限合伙)、周建勤、周金福、黄靖
株洲南方阀门股份有限公司的公司地址？,湖南省株洲市天元区黄河南路215号
株洲南方阀门股份有限公司的证券代码是？,833678
株洲南方阀门股份有限公司的法人代表？,黄靖
株洲南方阀门股份有限公司的中文简称？,南方阀门
上海四维文化传媒股份有限公司的股东有哪些?,深圳市达晨创瑞股权投资企业(有限合伙)、天津达晨创世股权投资基金合伙企业(有限合伙)、深圳市达晨创泰股权投资企业(有限合伙)、上海怡天投资管理有限公司、天津达晨盛世股权投资基金合伙企业(有限合伙)、深圳市达晨创恒股权投资企业(有限合伙)、四维(上海)投资控股有限公司、王琼
上海四维文化传媒股份有限公司的公司地址？,上海市杨浦区水丰路38号2楼
上海四维文化传媒股份有限公司的证券代码是？,430318
上海四维文化传媒股份有限公司的法人代表？,罗险峰
上海四维文化传媒股份有限公司的中文简称？,四维传媒
北京中元成能源技术股份有限公司的股东有哪些?,北京天瑞时代投资管理中心(有限合伙)、北京中元方弘投资股份有限公司、王著、刘新雷、刘兴野、杨旭光、杨建、潘宜、胡艳平、申林波
北京中元成能源技术股份有限公司的公司地址？,北京市房山区良乡镇天星街1号院14号楼东楼19层
北京中元成能源技术股份有限公司的证券代码是？,838944
北京中元成能源技术股份有限公司的法人代表？,刘东
北京中元成能源技术股份有限公司的中文简称？,中 元 成
山东丰源轮胎制造股份有限公司的股东有哪些?,枣庄市峄城区国有资产经营有限公司、山东丰源集团股份有限公司、八亿橡胶有限责任公司
山东丰源轮胎制造股份有限公司的公司地址？,山东省枣庄市峄城经济开发区南环路1号
山东丰源轮胎制造股份有限公司的证券代码是？,872663
山东丰源轮胎制造股份有限公司的法人代表？,刘永安
山东丰源轮胎制造股份有限公司的中文简称？,丰源轮胎
中钢银通电子商务股份有限公司的股东有哪些?,上海中钢投资股份有限公司、上海晔熙资产管理中心(有限合伙)、上海中钢投资集团有限公司、郑艳、金素芬
中钢银通电子商务股份有限公司的公司地址？,上海市宝山区牡丹江路1248号安信财富中心10楼
中钢银通电子商务股份有限公司的证券代码是？,838537
中钢银通电子商务股份有限公司的法人代表？,金天安
中钢银通电子商务股份有限公司的中文简称？,中钢电商
广誉远中药股份有限公司的股东有哪些?,北京东富新投投资管理中心(有限合伙)、西安东盛集团有限公司、宁波鼎盛金禾股权投资合伙企业(有限合伙)、樟树市磐鑫投资管理中心(有限合伙)、山西省创投投资有限公司、郑文平、蒋仕波
广誉远中药股份有限公司的公司地址？,陕西省西安市高新区高新六路52号立人科技园A座六层
广誉远中药股份有限公司的证券代码是？,600771
广誉远中药股份有限公司的法人代表？,张斌
广誉远中药股份有限公司的中文简称？,广 誉 远
盈康生命科技股份有限公司的股东有哪些?,天津源和商务咨询合伙企业(有限合伙)、青岛盈康医疗投资有限公司、王刚、刘岳均、叶龙珠、叶运寿、徐涛、霍昌英
盈康生命科技股份有限公司的公司地址？,广东省东莞市塘厦镇蛟坪大道83号
盈康生命科技股份有限公司的证券代码是？,300143
盈康生命科技股份有限公司的法人代表？,王蔚
盈康生命科技股份有限公司的中文简称？,盈康生命
启迪设计集团股份有限公司的股东有哪些?,苏州赛德投资管理股份有限公司、深圳市华信睿诚创业投资中心(有限合伙)、李海建、戴雅萍、靳建华、查金荣、张敏、仇志斌、唐韶华、华亮
启迪设计集团股份有限公司的公司地址？,江苏省苏州工业园区星海街9号
启迪设计集团股份有限公司的证券代码是？,300500
启迪设计集团股份有限公司的法人代表？,查金荣
启迪设计集团股份有限公司的中文简称？,启迪设计
东吴证券股份有限公司的股东有哪些?,中国证券金融股份有限公司、苏州物资控股(集团)有限责任公司、张家港市直属公有资产经营有限公司、香港中央结算有限公司、苏州高新国有资产经营管理集团有限公司、苏州工业园区国有资产控股发展有限公司、苏州信托有限公司、苏州营财投资集团有限公司、苏州国际发展集团有限公司、中新苏州工业园区创业投资有限公司
东吴证券股份有限公司的公司地址？,江苏省苏州工业园区星阳街5号
东吴证券股份有限公司的证券代码是？,601555
东吴证券股份有限公司的法人代表？,范力
东吴证券股份有限公司的中文简称？,东吴证券
安徽中昊环保装备股份有限公司的股东有哪些?,安徽铭扬特种钢管有限公司、陈国军、邵敏志
安徽中昊环保装备股份有限公司的公司地址？,安徽省宣城市郎溪县经济开发区钟梅路
安徽中昊环保装备股份有限公司的证券代码是？,838043
安徽中昊环保装备股份有限公司的法人代表？,陈国军
安徽中昊环保装备股份有限公司的中文简称？,ST 中 昊
广西丰林木业集团股份有限公司的股东有哪些?,广西林业集团有限公司、深圳索菲亚投资管理有限公司、丰林国际有限公司、华安科技、田四荣、周浩
广西丰林木业集团股份有限公司的公司地址？,广西壮族自治区南宁市良庆区银海大道1233号
广西丰林木业集团股份有限公司的证券代码是？,601996
广西丰林木业集团股份有限公司的法人代表？,刘一川
广西丰林木业集团股份有限公司的中文简称？,丰林集团
江苏鼎集智能科技股份有限公司的股东有哪些?,焦春凤、拜永征、陈萍、孙长进、张余江
江苏鼎集智能科技股份有限公司的公司地址？,扬州经济技术开发区扬子江中路186号扬州智谷研发中心B区15层
江苏鼎集智能科技股份有限公司的证券代码是？,836954
江苏鼎集智能科技股份有限公司的法人代表？,陈萍
江苏鼎集智能科技股份有限公司的中文简称？,鼎集智能
中能电气股份有限公司的股东有哪些?,福州科域电力技术有限公司、天相资本管理(北京)有限公司、陈添旭、姜宗贤、吴昊、荆文、CHEN MANHONG
中能电气股份有限公司的公司地址？,福建省福州市仓山区金洲北路20号
中能电气股份有限公司的证券代码是？,300062
中能电气股份有限公司的法人代表？,陈添旭
中能电气股份有限公司的中文简称？,中能电气
盛世创业科技股份有限公司的股东有哪些?,上海联创永沂股权投资中心(有限合伙)、杭州联创永溢创业投资合伙企业(有限合伙)、段建国、李玉池、李忆静
盛世创业科技股份有限公司的公司地址？,北京市亦庄经济技术开发区荣华中路8号院力宝广场A座11层
盛世创业科技股份有限公司的证券代码是？,831634
盛世创业科技股份有限公司的法人代表？,段建国
盛世创业科技股份有限公司的中文简称？,盛世股份
源宜(山东)基因科技股份有限公司的股东有哪些?,潍坊宜山投资中心(有限合伙)、梁永琪、李光远、张峰、云权正
源宜(山东)基因科技股份有限公司的公司地址？,山东省潍坊市峡山区怡峡街197号源宜基因企业总部基地D栋
源宜(山东)基因科技股份有限公司的证券代码是？,838686
源宜(山东)基因科技股份有限公司的法人代表？,李光远
源宜(山东)基因科技股份有限公司的中文简称？,源宜基因
三六零安全科技股份有限公司的股东有哪些?,浙江海宁国安睿威投资合伙企业(有限合伙)、天津欣新盛股权投资合伙企业(有限合伙)、天津聚信股权投资合伙企业(有限合伙)、北京红杉懿远股权投资中心(有限合伙)、天津奇信志成科技有限公司、天津众信股权投资合伙企业(有限合伙)、天津信心奇缘股权投资合伙企业(有限合伙)、深圳市平安置业投资有限公司、齐向东、周鸿祎
三六零安全科技股份有限公司的公司地址？,北京市朝阳区酒仙桥路6号院2号楼A座
三六零安全科技股份有限公司的证券代码是？,601360
三六零安全科技股份有限公司的法人代表？,周鸿祎
三六零安全科技股份有限公司的中文简称？,三 六 零
广东风华高新科技股份有限公司的股东有哪些?,广东省广晟资产经营有限公司、深圳市加德信投资有限公司、珠海绿水青山投资有限公司、海通证券股份有限公司、南方500ETF、工银价值A、钱华
广东风华高新科技股份有限公司的公司地址？,广东省肇庆市风华路18号风华电子工业城
广东风华高新科技股份有限公司的证券代码是？,000636
广东风华高新科技股份有限公司的法人代表？,王广军
广东风华高新科技股份有限公司的中文简称？,风华高科
山东天鸿模具股份有限公司的股东有哪些?,逄平、周君宁、王志宁、周海春、张桂芳
山东天鸿模具股份有限公司的公司地址？,山东省烟台市经济技术开发区深圳大街58号
山东天鸿模具股份有限公司的证券代码是？,831176
山东天鸿模具股份有限公司的法人代表？,逄平
山东天鸿模具股份有限公司的中文简称？,天鸿股份
中衡设计集团股份有限公司的股东有哪些?,苏州广电传媒集团有限公司、苏州汇方同达信息科技有限公司、苏州市历史文化名城发展集团创业投资有限公司、苏州赛普成长投资管理有限公司、张谨、柏疆红、邹金新、冯正功、徐宏韬、陆学君
中衡设计集团股份有限公司的公司地址？,苏州工业园区八达街111号
中衡设计集团股份有限公司的证券代码是？,603017
中衡设计集团股份有限公司的法人代表？,冯正功
中衡设计集团股份有限公司的中文简称？,中衡设计
成都万博智能电力科技股份有限公司的股东有哪些?,成都技转创业投资有限公司、鲁四维、陈小东、杜利民、李玲
成都万博智能电力科技股份有限公司的公司地址？,成都市武侯区武兴二路9号可采优城A座10楼
成都万博智能电力科技股份有限公司的证券代码是？,834307
成都万博智能电力科技股份有限公司的法人代表？,陈小东
成都万博智能电力科技股份有限公司的中文简称？,万博智电
吉林金洪汽车部件股份有限公司的股东有哪些?,深圳市兴平股权投资管理企业(有限合伙)、沈阳浙商银谷股权投资基金合伙企业(有限合伙)、项献忠、白德科、曲金良
吉林金洪汽车部件股份有限公司的公司地址？,吉林市永吉经济开发区人民路001号
吉林金洪汽车部件股份有限公司的证券代码是？,831376
吉林金洪汽车部件股份有限公司的法人代表？,曲金良
吉林金洪汽车部件股份有限公司的中文简称？,金洪股份
浙江东都节能技术股份有限公司的股东有哪些?,浙江永强集团股份有限公司、浙江永强实业有限公司、梁达安、谢建勇、侯敏利
浙江东都节能技术股份有限公司的公司地址？,浙江省临海市古城街道义城路69号
浙江东都节能技术股份有限公司的证券代码是？,831502
浙江东都节能技术股份有限公司的法人代表？,康灵江
浙江东都节能技术股份有限公司的中文简称？,东都节能
佛山市海天调味食品股份有限公司的股东有哪些?,中国证券金融股份有限公司、广东海天集团股份有限公司、香港中央结算有限公司、赖建平、潘来灿、王力展、叶燕桥、庞康、程雪、黎旭晖
佛山市海天调味食品股份有限公司的公司地址？,广东省佛山市文沙路16号
佛山市海天调味食品股份有限公司的证券代码是？,603288
佛山市海天调味食品股份有限公司的法人代表？,庞康
佛山市海天调味食品股份有限公司的中文简称？,海天味业
福建上源环保股份有限公司的股东有哪些?,胡尧光、陈学松
福建上源环保股份有限公司的公司地址？,福州市仓山区上渡街道联建村金山污水处理厂
福建上源环保股份有限公司的证券代码是？,871690
福建上源环保股份有限公司的法人代表？,胡尧光
福建上源环保股份有限公司的中文简称？,上源环保
江苏瀚天智能科技股份有限公司的股东有哪些?,江苏百创投资股份有限公司、黄学建、陈曦、魏进、张红军、张晓华、葛兵、张慎林、张新明
江苏瀚天智能科技股份有限公司的公司地址？,江苏省南通市高新区新世纪大道998号
江苏瀚天智能科技股份有限公司的证券代码是？,872235
江苏瀚天智能科技股份有限公司的法人代表？,陈曦
江苏瀚天智能科技股份有限公司的中文简称？,瀚天智能
江西煌上煌集团食品股份有限公司的股东有哪些?,煌上煌集团有限公司、新余煌上煌投资管理中心(有限合伙)、大摩品质、广发聚丰、金鹰稳健、前海再融资、前海能源A、褚浚、褚建庚、褚剑
江西煌上煌集团食品股份有限公司的公司地址？,江西省南昌县小蓝经济开发区小蓝中大道66号
江西煌上煌集团食品股份有限公司的证券代码是？,002695
江西煌上煌集团食品股份有限公司的法人代表？,褚浚
江西煌上煌集团食品股份有限公司的中文简称？,煌 上 煌
武汉经纬视通科技股份有限公司的股东有哪些?,周望喜、胡成、张浩、张胜、付凡华
武汉经纬视通科技股份有限公司的公司地址？,湖北省武汉市东湖新技术开发区光谷大道35号银久科技产业园一期4幢4层1号
武汉经纬视通科技股份有限公司的证券代码是？,870135
武汉经纬视通科技股份有限公司的法人代表？,张浩
武汉经纬视通科技股份有限公司的中文简称？,经纬视通
新疆亿路万源实业投资控股股份有限公司的股东有哪些?,新疆万源汇金投资控股有限公司、深圳市瑞弘宝科技有限公司、广西沃洋能源有限公司、上海好润资产管理有限公司、深圳市易楚投资管理有限公司、上海迪源国际贸易有限公司、贵州恒瑞丰泰股权投资中心(有限合伙)、深圳市德天利科技发展有限公司、新疆昆仑众惠投资管理有限公司、昆山成通投资有限公司
新疆亿路万源实业投资控股股份有限公司的公司地址？,新疆维吾尔自治区塔城地区塔城市巴克图路六和广场辽塔赣商大厦
新疆亿路万源实业投资控股股份有限公司的证券代码是？,600145
新疆亿路万源实业投资控股股份有限公司的法人代表？,卡司木江·吾斯曼
新疆亿路万源实业投资控股股份有限公司的中文简称？,*ST 新亿
新疆国际实业股份有限公司的股东有哪些?,陕西城际交通发展有限公司、中央汇金资产管理有限责任公司、乾泰中晟股权投资有限公司、尤小玲
新疆国际实业股份有限公司的公司地址？,新疆乌鲁木齐高新技术产业开发区北京南路358号大成国际9楼
新疆国际实业股份有限公司的证券代码是？,000159
新疆国际实业股份有限公司的法人代表？,丁治平
新疆国际实业股份有限公司的中文简称？,国际实业
四川航瑞信通科技股份有限公司的股东有哪些?,龙辉、丁和平
四川航瑞信通科技股份有限公司的公司地址？,中国(四川)自由贸易试验区成都市高新区吉庆三路333号1幢4单元13层1号
四川航瑞信通科技股份有限公司的证券代码是？,873259
四川航瑞信通科技股份有限公司的法人代表？,丁和平
四川航瑞信通科技股份有限公司的中文简称？,航瑞科技
北京金信瑞通科技股份有限公司的股东有哪些?,安徽省望淼网络科技有限责任公司、周力、刘培军、赵立波、王超、李芳
北京金信瑞通科技股份有限公司的公司地址？,北京市朝阳区建外SOHO东区9号楼2602室
北京金信瑞通科技股份有限公司的证券代码是？,833801
北京金信瑞通科技股份有限公司的法人代表？,张灿
北京金信瑞通科技股份有限公司的中文简称？,金信瑞通
上海宇昂水性新材料科技股份有限公司的股东有哪些?,上海鸣凤投资有限公司、任怒、王宇、全泽、王芳
上海宇昂水性新材料科技股份有限公司的公司地址？,上海市浦东新区张江高科技园区春晓路122号34号2幢2层
上海宇昂水性新材料科技股份有限公司的证券代码是？,430179
上海宇昂水性新材料科技股份有限公司的法人代表？,王宇
上海宇昂水性新材料科技股份有限公司的中文简称？,宇昂科技
益生环保科技股份有限公司的股东有哪些?,贫困地区产业发展基金有限公司、管明平、赵二军、许震震、苏辉
益生环保科技股份有限公司的公司地址？,河北省石家庄市灵寿县城南环东路177号
益生环保科技股份有限公司的证券代码是？,837324
益生环保科技股份有限公司的法人代表？,苏辉
益生环保科技股份有限公司的中文简称？,益生环保
北京快鱼电子股份公司的股东有哪些?,北京快鱼科技有限公司、王建忠、沈中跃、刘庄、冯震刚
北京快鱼电子股份公司的公司地址？,北京市海淀区闵庄路3号玉泉慧谷11号楼一层16室
北京快鱼电子股份公司的证券代码是？,838168
北京快鱼电子股份公司的法人代表？,刘庄
北京快鱼电子股份公司的中文简称？,快鱼电子
深圳市恒宝通光电子股份有限公司的股东有哪些?,福建省国企改革重组投资基金(有限合伙)、福建省青山纸业股份有限公司、兴业证券股份有限公司、费占军、彭德军、陈享郭、翟安迪、高世威、周建华、牟繁梅
深圳市恒宝通光电子股份有限公司的公司地址？,深圳市南山区北环路猫头山东高发工业区高发2号厂房3楼东、4楼、5楼、6楼
深圳市恒宝通光电子股份有限公司的证券代码是？,832449
